sterile,0
sterile,0
sterile,0
sterile,0
sterile,0
sterile,0
sterile,0
sterile,0
sterile,0
sterile,0
sterile,0
sterile,0
sterile,0
sterile,0
sterile,0
sterile,0
sterile,0
sterile,0
sterile,0
sterile,0
sterile,0
sterile,0
sterile,0
sterile,0
sterile,0
sterile,0
sterile,0
sterile,0
sterile,0
sterile,0
sterile,0
sterile,0
sterile,0
sterile,0
sterile,0
sterile,0
sterile,0
sterile,0
sterile,0
sterile,0
sterile,0
sterile,0
sterile,0
sterile,0
sterile,0
sterile,0
sterile,0
sterile,0
sterile,0
sterile,0
sterile,0
sterile,0
sterile,0
sterile,0
sterile,0
sterile,0
sterile,0
sterile,0
sterile,0
sterile,0
sterile,0
sterile,0
sterile,0
sterile,0
sterile,0
sterile,0
sterile,0
sterile,0
sterile,0
sterile,0
sterile,0
sterile,0
sterile,0
sterile,0
sterile,0
sterile,0
sterile,0
sterile,0
sterile,0
sterile,0
efaecalis/kpneumoniae,100000000
efaecalis/kpneumoniae,100000000
efaecalis/kpneumoniae,100000000
efaecalis/kpneumoniae,100000000
efaecalis/kpneumoniae,100000000
efaecalis/kpneumoniae,100000000
efaecalis/kpneumoniae,100000000
efaecalis/kpneumoniae,100000000
efaecalis/kpneumoniae,100000000
efaecalis/kpneumoniae,100000000
efaecalis/kpneumoniae,100000000
efaecalis/kpneumoniae,100000000
efaecalis/kpneumoniae,100000000
efaecalis/kpneumoniae,100000000
efaecalis/kpneumoniae,100000000
efaecalis/kpneumoniae,100000000
efaecalis/kpneumoniae,100000000
efaecalis/kpneumoniae,100000000
efaecalis/kpneumoniae,100000000
efaecalis/kpneumoniae,100000000
efaecalis/kpneumoniae,100000000
efaecalis/kpneumoniae,100000000
efaecalis/kpneumoniae,100000000
efaecalis/kpneumoniae,100000000
efaecalis/kpneumoniae,100000000
efaecalis/kpneumoniae,100000000
efaecalis/kpneumoniae,100000000
efaecalis/kpneumoniae,100000000
efaecalis/kpneumoniae,100000000
efaecalis/kpneumoniae,100000000
efaecalis/kpneumoniae,100000000
efaecalis/kpneumoniae,100000000
efaecalis/kpneumoniae,100000000
efaecalis/kpneumoniae,100000000
efaecalis/kpneumoniae,100000000
efaecalis/kpneumoniae,100000000
efaecalis/kpneumoniae,100000000
efaecalis/kpneumoniae,100000000
efaecalis/kpneumoniae,100000000
efaecalis/kpneumoniae,100000000
efaecalis/kpneumoniae,100000000
efaecalis/kpneumoniae,100000000
efaecalis/kpneumoniae,100000000
efaecalis/kpneumoniae,100000000
efaecalis/kpneumoniae,100000000
efaecalis/kpneumoniae,100000000
efaecalis/kpneumoniae,100000000
efaecalis/kpneumoniae,100000000
efaecalis/kpneumoniae,100000000
efaecalis/kpneumoniae,100000000
efaecalis/kpneumoniae,100000000
efaecalis/kpneumoniae,100000000
efaecalis/kpneumoniae,100000000
efaecalis/kpneumoniae,100000000
efaecalis/kpneumoniae,100000000
efaecalis/kpneumoniae,100000000
efaecalis/kpneumoniae,100000000
efaecalis/kpneumoniae,100000000
efaecalis/kpneumoniae,100000000
efaecalis/kpneumoniae,100000000
efaecalis/kpneumoniae,100000000
efaecalis/kpneumoniae,100000000
efaecalis/kpneumoniae,100000000
efaecalis/kpneumoniae,100000000
efaecalis/kpneumoniae,100000000
efaecalis/kpneumoniae,100000000
efaecalis/kpneumoniae,100000000
efaecalis/kpneumoniae,100000000
efaecalis/kpneumoniae,100000000
efaecalis/kpneumoniae,100000000
efaecalis/kpneumoniae,100000000
efaecalis/kpneumoniae,100000000
efaecalis/kpneumoniae,100000000
efaecalis/kpneumoniae,100000000
efaecalis/kpneumoniae,100000000
efaecalis/kpneumoniae,100000000
efaecalis/kpneumoniae,100000000
efaecalis/kpneumoniae,100000000
efaecalis/kpneumoniae,100000000
efaecalis/kpneumoniae,100000000
saureus,150000000
saureus,150000000
saureus,150000000
saureus,150000000
saureus,150000000
saureus,150000000
saureus,150000000
saureus,150000000
saureus,150000000
saureus,150000000
saureus,150000000
saureus,150000000
saureus,150000000
saureus,150000000
saureus,150000000
saureus,150000000
saureus,150000000
saureus,150000000
saureus,150000000
